,academic_year,gender,qualification,study_level,modules,module_credits,grade_average,modules_passed,pass_rate,passed_all_modules,tutorial_classes_attended,tutorial_class_modules
275,2024,Female,BSc IT: Data Science,3rd year,9,156,72.0,9,100.0,yes,5,1
276,2024,Female,BSc in CompUter Science,3rd year,8,120,67.0,8,100.0,yes,0,0
277,2024,Male,BSc IT: Data Science,3rd year,8,136,74.0,8,100.0,yes,0,0
278,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,66.0,5,83.3,no,19,2
279,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,8,88.9,no,67,8
280,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,54.0,7,77.8,no,40,9
281,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,55,8
282,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,5,140,55.0,4,80.0,no,0,0
283,2024,Female,BSc in CompUter Science,2nd year,7,120,55.0,6,85.7,no,20,4
284,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,78.0,4,100.0,yes,0,0
285,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,78.0,6,100.0,yes,13,2
286,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,69.0,6,100.0,yes,13,2
287,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,70.0,6,100.0,yes,22,2
288,2024,Female,BSc in CompUter Science,2nd year,7,120,59.0,7,100.0,yes,16,4
289,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,65.0,8,88.9,no,73,10
290,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,64.0,9,90.0,no,33,10
291,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,76.0,6,100.0,yes,12,2
292,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,36,9
293,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,58.0,5,83.3,no,2,2
294,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,5,90,59.0,4,80.0,no,23,7
295,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,9,100.0,yes,28,6
296,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,65.0,5,83.3,no,18,2
297,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,68.0,9,100.0,yes,60,11
298,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,61.0,8,88.9,no,41,9
299,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,6,140,62.0,6,100.0,yes,2,1
300,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,150,66.0,9,100.0,yes,32,9
301,2024,Female,BSc IT: Data Science,3rd year,8,136,79.0,8,100.0,yes,0,0
302,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,73.0,8,88.9,no,37,9
303,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,61.0,8,88.9,no,43,11
304,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,64,10
305,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,62.0,4,66.7,no,19,2
306,2024,Female,BSc in CompUter Science,2nd year,5,90,51.0,4,80.0,no,17,4
307,2024,Male,BSc in CompUter Science,1st year,12,144,42.0,0,0.0,no,12,4
308,2024,Female,BSc IT: Software Engineering,3rd year,5,70,67.0,5,100.0,yes,0,0
309,2024,Male,BSc in CompUter Science,3rd year,6,120,65.0,6,100.0,yes,0,0
310,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,81.0,6,100.0,yes,10,2
311,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,70.0,6,100.0,yes,7,2
312,2024,Female,BSc IT: Data Science,1st year,11,136,55.0,9,81.8,no,14,3
313,2024,Male,BSc in CompUter Science,2nd year,3,60,40.0,0,0.0,no,7,1
314,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,64.0,9,100.0,yes,37,10
315,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,60.0,8,88.9,no,26,8
316,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,73.0,6,100.0,yes,32,2
317,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,15,236,59.0,14,93.3,no,17,6
318,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,15,236,59.0,14,93.3,no,17,6
319,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,7,130,64.0,6,85.7,no,8,2
320,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,71.0,6,100.0,yes,14,2
321,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,5,80,50.0,2,40.0,no,9,4
322,2024,Male,BSc IT: Data Science,3rd year,8,136,68.0,8,100.0,yes,0,0
323,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,54.0,4,66.7,no,22,2
324,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,65.0,5,83.3,no,11,2
325,2024,Male,BSc IT: Data Science,2nd year,9,116,60.0,8,88.9,no,3,2
326,2024,Female,BSc IT: Robotics,3rd year,8,120,63.0,7,87.5,no,0,0
327,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,62.0,5,83.3,no,16,2
328,2024,Female,BSc IT: Software Engineering,3rd year,9,130,50.0,6,66.7,no,1,1
329,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,66.0,4,100.0,yes,0,0
330,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,3,48,65.0,3,100.0,yes,8,1
331,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,7,140,54.0,5,71.4,no,49,5
332,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,77.0,6,100.0,yes,16,2
333,2024,Male,BSc IT: Data Science,3rd year,9,136,62.0,9,100.0,yes,0,0
334,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,146,41.0,5,50.0,no,17,6
335,2024,Female,BSc in CompUter Science,3rd year,7,140,67.0,7,100.0,yes,6,1
336,2024,Female,BSc IT: Robotics,3rd year,7,130,62.0,7,100.0,yes,1,1
337,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,63.0,9,100.0,yes,61,11
338,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,38,9
339,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,69.0,9,100.0,yes,61,11
340,2024,Male,BSc in CompUter Science,2nd year,6,104,34.0,1,16.7,no,6,1
341,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,11,168,65.0,11,100.0,yes,39,10
342,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,74.0,6,100.0,yes,31,2
343,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,60.0,4,66.7,no,15,2
344,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,5,130,54.0,4,80.0,no,4,1
345,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,58.0,5,83.3,no,17,2
346,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,7,86,62.0,6,85.7,no,4,2
347,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,63.0,4,66.7,no,9,2
348,2024,Female,BSc IT: Software Engineering,1st year,14,128,28.0,0,0.0,no,5,3
349,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,62.0,4,100.0,yes,0,0
350,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,74.0,9,100.0,yes,69,11
351,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,8,150,59.0,5,62.5,no,19,5
352,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,64.0,9,90.0,no,44,10
353,2024,Female,BSc IT: Data Science,3rd year,8,136,80.0,8,100.0,yes,0,0
354,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,57.0,5,83.3,no,12,2
355,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,67.0,8,88.9,no,56,10
356,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,61.0,9,100.0,yes,27,8
357,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,7,140,70.0,7,100.0,yes,28,3
358,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,63.0,5,83.3,no,22,2
359,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,78.0,9,100.0,yes,79,10
360,2024,Female,BSc in CompUter Science,3rd year,6,120,82.0,6,100.0,yes,0,0
361,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,5,130,70.0,5,100.0,yes,5,1
362,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,26,8
363,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,156,50.0,7,63.6,no,22,7
364,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,69.0,9,100.0,yes,55,9
365,2024,Male,BSc IT: Data Science,1st year,8,88,0.0,0,0.0,no,4,2
366,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,18,276,60.0,15,83.3,no,23,7
367,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,50.0,3,30.0,no,0,0
368,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,5,130,66.0,5,100.0,yes,5,1
369,2024,Male,BSc IT: Data Science,3rd year,9,148,48.0,4,44.4,no,0,0
370,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,10,100.0,yes,0,0
371,2024,Male,BSc IT: Data Science,3rd year,10,154,62.0,10,100.0,yes,7,1
372,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,5,130,63.0,5,100.0,yes,5,1
373,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,77.0,4,100.0,yes,0,0
374,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,9,170,56.0,7,77.8,no,16,3
375,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,70.0,8,88.9,no,39,9
376,2024,Male,BSc IT: Data Science,3rd year,8,136,77.0,8,100.0,yes,0,0
377,2024,Male,BSc in CompUter Science,1st year,12,144,58.0,10,83.3,no,11,3
378,2024,Female,BSc IT: Software Engineering,3rd year,7,100,61.0,6,85.7,no,3,1
379,2024,Female,BSc in CompUter Science,3rd year,6,120,78.0,6,100.0,yes,0,0
380,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,4,70,28.0,0,0.0,no,8,3
381,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,62.0,5,83.3,no,32,2
382,2024,Male,BSc IT: Robotics,1st year,4,64,36.0,0,0.0,no,2,1
383,2024,Male,BSc IT: Software Engineering,2nd year,5,80,38.0,1,20.0,no,0,0
384,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,5,90,57.0,4,80.0,no,29,5
385,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,0.0,0,0.0,no,1,1
386,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,64.0,5,83.3,no,16,2
387,2024,Male,BSc in CompUter Science,3rd year,9,140,63.0,9,100.0,yes,0,0
388,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,62.0,6,100.0,yes,10,2
389,2024,Male,BSc IT: Data Science,1st year,11,136,56.0,10,90.9,no,6,2
390,2024,Female,BSc in CompUter Science,3rd year,7,140,62.0,7,100.0,yes,0,0
391,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,66.0,6,100.0,yes,26,2
392,2024,Male,BSc in CompUter Science,3rd year,6,120,60.0,6,100.0,yes,0,0
393,2024,Male,BSc in CompUter Science,3rd year,9,130,62.0,9,100.0,yes,0,0
394,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,60.0,9,100.0,yes,64,11
395,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,59.0,5,83.3,no,11,2
396,2024,Male,BSc in CompUter Science,2nd year,7,120,61.0,7,100.0,yes,5,2
397,2024,Male,BSc IT: Data Science,2nd year,11,136,55.0,8,72.7,no,5,2
398,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,8,140,63.0,3,37.5,no,9,2
399,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,7,130,63.0,6,85.7,no,4,2
400,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,48,10
401,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,80,11
402,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,55,9
403,2024,Female,BSc IT: Data Science,3rd year,8,136,78.0,8,100.0,yes,0,0
404,2024,Female,BSc in CompUter Science,1st year,12,144,62.0,12,100.0,yes,22,6
405,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,72.0,5,83.3,no,19,2
406,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,45,7
407,2024,Male,BSc in CompUter Science,3rd year,6,120,64.0,6,100.0,yes,0,0
408,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,61.0,9,100.0,yes,23,9
409,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,70.0,8,88.9,no,35,8
410,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,4,60,51.0,3,75.0,no,4,2
411,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,8,130,58.0,6,75.0,no,16,7
412,2024,Female,BSc in CompUter Science,3rd year,6,120,79.0,6,100.0,yes,0,0
413,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,68.0,9,100.0,yes,56,10
414,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,6,96,56.0,4,66.7,no,12,4
415,2024,Male,BSc in CompUter Science,3rd year,8,120,65.0,8,100.0,yes,0,0
416,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,60.0,8,88.9,no,23,8
417,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,70.0,6,100.0,yes,28,2
418,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,51.0,5,55.6,no,33,9
419,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,7,130,59.0,6,85.7,no,12,4
420,2024,Male,BSc in CompUter Science,1st year,12,144,68.0,12,100.0,yes,15,5
421,2024,Male,BSc IT: Software Engineering,3rd year,6,120,66.0,6,100.0,yes,0,0
422,2024,Female,BSc IT: Data Science,2nd year,5,64,52.0,3,60.0,no,1,1
423,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,60.0,9,100.0,yes,57,11
424,2024,Male,BSc in CompUter Science,3rd year,8,120,82.0,8,100.0,yes,0,0
425,2024,Male,BSc IT: Data Science,2nd year,10,126,66.0,8,80.0,no,16,2
426,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,70.0,4,100.0,yes,0,0
427,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,58.0,4,66.7,no,9,2
428,2024,Male,BSc in CompUter Science,3rd year,6,120,65.0,6,100.0,yes,0,0
429,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,62,8
430,2024,Female,BSc IT: Data Science,2nd year,10,126,76.0,10,100.0,yes,9,2
431,2024,Male,BSc IT: Data Science,2nd year,10,126,66.0,10,100.0,yes,9,2
432,2024,Male,BSc in CompUter Science,1st year,12,144,70.0,12,100.0,yes,18,6
433,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,53.0,3,50.0,no,11,2
434,2024,Male,BSc IT: Data Science,3rd year,8,136,73.0,8,100.0,yes,0,0
435,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,64.0,6,100.0,yes,18,2
436,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,7,120,47.0,5,71.4,no,16,3
437,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,68.0,6,100.0,yes,23,2
438,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,76.0,6,100.0,yes,13,2
439,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,81.0,9,100.0,yes,28,8
440,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,76.0,6,100.0,yes,19,2
441,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,5,80,60.0,4,80.0,no,7,4
442,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,5,72,63.0,4,80.0,no,11,4
443,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,76.0,6,100.0,yes,30,2
444,2024,Female,BSc IT: Data Science,1st year,11,136,56.0,9,81.8,no,14,3
445,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,69.0,6,100.0,yes,1,1
446,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,70.0,9,100.0,yes,63,10
447,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,79,9
448,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,82.0,6,100.0,yes,24,2
449,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,7,140,60.0,5,71.4,no,21,3
450,2024,Male,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,64.0,4,100.0,yes,0,0
451,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,9,90.0,no,0,0
452,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,128,58.0,6,85.7,no,7,3
453,2024,Female,BSc IT: Robotics,3rd year,8,120,85.0,8,100.0,yes,0,0
454,2024,Male,BSc in CompUter Science,2nd year,8,110,47.0,2,25.0,no,0,0
455,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,6,120,68.0,6,100.0,yes,35,2
456,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,116,69.0,7,100.0,yes,27,5
457,2024,Female,Higher Certificate in Information Systems: Cloud Computing,3rd year,4,120,59.0,4,100.0,yes,0,0
458,2024,Female,BSc in CompUter Science,2nd year,7,116,51.0,5,71.4,no,7,2
459,2024,Female,BSc in CompUter Science,3rd year,7,120,46.0,2,28.6,no,0,0
460,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,6,76,53.0,5,83.3,no,3,3
461,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,8,88.9,no,26,8
462,2024,Female,BSc IT: Data Science,3rd year,8,136,0.0,0,0.0,no,0,0
463,2024,Male,BSc IT: Software Engineering,3rd year,6,120,69.0,6,100.0,yes,0,0
464,2024,Female,Higher Certificate in Information Systems: Software Development,3rd year,7,130,57.0,6,85.7,no,5,2
465,2024,Male,Higher Certificate in Information Systems: Software Development,3rd year,6,120,64.0,6,100.0,yes,14,2
466,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,3,38,0.0,0,0.0,no,2,1
467,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,5,120,49.0,3,60.0,no,0,0
468,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,38,9
469,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,9,152,50.0,6,66.7,no,14,6
470,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,69.0,9,100.0,yes,38,9
471,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,120,54.0,4,66.7,no,19,5
472,2024,Female,BSc IT: Data Science,3rd year,8,136,80.0,8,100.0,yes,0,0
473,2024,Female,BSc IT: Robotics,3rd year,8,120,54.0,6,75.0,no,0,0
474,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,64.0,12,100.0,yes,3,2
475,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,73.0,9,100.0,yes,24,6
476,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,10,148,70.0,10,100.0,yes,51,10
477,2024,Male,BSc in CompUter Science,1st year,12,144,67.0,12,100.0,yes,11,4
478,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,66,9
479,2024,Female,BSc IT: Data Science,2nd year,10,126,72.0,10,100.0,yes,17,2
480,2024,Female,BSc IT: Data Science,1st year,8,106,61.0,7,87.5,no,4,1
481,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,80.0,9,100.0,yes,71,10
482,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,158,57.0,7,70.0,no,25,8
483,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,11,166,77.0,11,100.0,yes,50,9
484,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,80.0,9,100.0,yes,60,9
485,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,116,67.0,7,100.0,yes,24,4
486,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,0.0,0,0.0,no,20,7
487,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,68.0,9,100.0,yes,60,10
488,2024,Female,BSc in CompUter Science,2nd year,7,120,56.0,7,100.0,yes,21,4
489,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,74.0,9,100.0,yes,43,8
490,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,66.0,7,87.5,no,19,5
491,2024,Male,BSc in CompUter Science,2nd year,7,116,56.0,5,71.4,no,6,2
492,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,55,11
493,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,9,160,57.0,8,88.9,no,10,4
494,2024,Female,BSc IT: Data Science,1st year,11,136,59.0,10,90.9,no,31,6
495,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,80.0,9,100.0,yes,89,11
496,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,9,160,55.0,7,77.8,no,15,5
497,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,78.0,9,100.0,yes,27,6
498,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,83.0,9,100.0,yes,72,11
499,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,70.0,9,100.0,yes,28,8
500,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,5,80,54.0,5,100.0,yes,11,2
501,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,148,62.0,8,80.0,no,57,10
502,2024,Male,BSc in CompUter Science,2nd year,5,96,58.0,2,40.0,no,3,2
503,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,68.0,9,100.0,yes,46,10
504,2024,Male,BSc IT: Data Science,2nd year,10,132,59.0,8,80.0,no,20,5
505,2024,Male,BSc IT: Data Science,2nd year,10,126,64.0,9,90.0,no,13,2
506,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,45,9
507,2024,Male,BSc IT: Data Science,1st year,6,84,56.0,5,83.3,no,17,3
508,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,73,9
509,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,5,80,65.0,5,100.0,yes,3,1
510,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,54.0,8,88.9,no,52,10
511,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,83.0,9,100.0,yes,52,10
512,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,7,116,69.0,7,100.0,yes,27,4
513,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,76.0,8,100.0,yes,10,3
514,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
515,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,66.0,9,100.0,yes,48,10
516,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
517,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,60.0,8,88.9,no,25,6
518,2024,Male,BSc IT: Data Science,1st year,11,136,47.0,3,27.3,no,4,2
519,2024,Female,BSc in CompUter Science,2nd year,7,120,47.0,3,42.9,no,15,4
520,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,7,96,53.0,6,85.7,no,14,4
521,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,79.0,9,100.0,yes,54,9
522,2024,Male,BSc IT: Data Science,2nd year,7,94,72.0,7,100.0,yes,3,2
523,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,58,9
524,2024,Male,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,120,60.0,8,100.0,yes,23,4
525,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,55,10
526,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,76.0,9,100.0,yes,37,9
527,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,150,64.0,10,100.0,yes,44,11
528,2024,Female,BSc IT: Data Science,1st year,11,136,55.0,4,36.4,no,17,5
529,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,49,9
530,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,9,148,61.0,8,88.9,no,18,4
531,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,71.0,9,100.0,yes,61,9
532,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,78.0,9,100.0,yes,49,10
533,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,11,156,55.0,7,63.6,no,51,10
534,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,140,78.0,9,100.0,yes,55,11
535,2024,Male,BSc in CompUter Science,2nd year,7,120,73.0,7,100.0,yes,10,2
536,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,6,112,59.0,6,100.0,yes,13,4
537,2024,Female,BSc IT: Data Science,2nd year,10,126,58.0,8,80.0,no,2,1
538,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,44,9
539,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,58,9
540,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,64.0,9,100.0,yes,57,9
541,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,78.0,9,100.0,yes,72,11
542,2024,Female,Higher Certificate in Information Systems: Cloud Computing,2nd year,8,152,64.0,8,100.0,yes,42,7
543,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,62.0,11,91.7,no,16,6
544,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,33,7
545,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,7,120,55.0,5,71.4,no,15,5
546,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,158,64.0,10,100.0,yes,66,10
547,2024,Male,Higher Certificate in Information Systems: Software Development,2nd year,9,150,65.0,9,100.0,yes,36,7
548,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,46.0,4,44.4,no,39,9
549,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,9,140,72.0,9,100.0,yes,54,9
